Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Honda City,36.99,12.8,4,Sedan,Electric,Automatic,Excellent,Family,White
Tata Nexon,31.73,22.3,7,MUV,Electric,Manual,Excellent,Sporty,Blue
Maruti Baleno,43.79,15.1,5,MUV,Petrol,Manual,Used,Luxury,Black
Maruti Baleno,14.32,25.1,4,SUV,Diesel,Manual,Used,Luxury,White
Tata Nexon,15.27,17.9,4,Hatchback,Diesel,Automatic,Excellent,Sporty,Blue
Mahindra Scorpio,9.11,21.3,5,SUV,Electric,Manual,Excellent,Sporty,Blue
Maruti Swift,31.11,23.8,5,Hatchback,Hybrid,Automatic,New,Sporty,Grey
Kia Seltos,30.69,17.3,4,SUV,Electric,Manual,Excellent,Sporty,Black
Kia Seltos,24.27,24.8,5,Hatchback,CNG,Automatic,Used,Family,Silver
Toyota Fortuner,19.53,20.9,5,SUV,Diesel,Manual,New,Luxury,Red
Tata Nexon,38.49,19.7,5,MUV,Electric,Automatic,New,Luxury,White
Tata Nexon,31.1,22.9,5,Hatchback,Diesel,Manual,Used,Family,Grey
Honda City,28.84,11.6,7,Sedan,Electric,Manual,New,Sporty,Red
Hyundai Venue,28.1,13.3,7,Hatchback,Electric,Automatic,New,Luxury,Silver
Kia Seltos,24.23,19.5,5,Sedan,CNG,Automatic,New,Sporty,Red
Hyundai Venue,44.45,26.2,5,Hatchback,CNG,Automatic,Excellent,Family,Grey
Toyota Fortuner,8.44,27.7,5,Hatchback,Petrol,Manual,New,Luxury,Red
Kia Seltos,44.23,27.3,5,Hatchback,Diesel,Manual,New,Sporty,Silver
Kia Seltos,44.08,19.4,4,Sedan,Hybrid,Manual,New,Luxury,Grey
Toyota Fortuner,6.12,21.0,7,MUV,Diesel,Automatic,Used,Sporty,Grey
Toyota Fortuner,30.49,17.9,5,SUV,CNG,Automatic,Excellent,Family,White
Renault Triber,41.31,17.4,5,Sedan,Petrol,Automatic,Excellent,Family,Black
Toyota Innova,34.09,18.2,5,MUV,CNG,Manual,Excellent,Family,Black
Toyota Fortuner,44.24,11.1,4,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Hyundai Venue,5.45,21.1,4,SUV,Diesel,Manual,Used,Sporty,White
Hyundai Venue,16.77,12.3,5,Hatchback,Electric,Automatic,New,Luxury,Black
Toyota Innova,41.38,14.0,4,Sedan,Hybrid,Manual,Excellent,Luxury,Grey
Mahindra Scorpio,41.91,14.5,7,MUV,CNG,Automatic,Used,Family,Black
Maruti Swift,37.02,20.2,7,MUV,Hybrid,Manual,Excellent,Luxury,Silver
Toyota Fortuner,21.85,17.1,5,Hatchback,Hybrid,Manual,New,Sporty,Black
Hyundai Creta,18.2,11.9,4,MUV,Petrol,Automatic,New,Luxury,Black
Hyundai Creta,16.41,10.6,5,Hatchback,Hybrid,Manual,Excellent,Luxury,Grey
MG Hector,33.68,26.5,4,SUV,Petrol,Manual,Used,Family,White
Mahindra Scorpio,39.87,16.7,4,Sedan,Diesel,Automatic,Excellent,Sporty,Silver
Maruti Baleno,36.52,19.4,7,SUV,Electric,Automatic,New,Luxury,Silver
Tata Nexon,38.49,20.1,5,MUV,Hybrid,Automatic,New,Luxury,Black
Renault Triber,11.28,24.7,7,Hatchback,Hybrid,Manual,New,Family,Silver
Toyota Innova,18.18,11.6,7,MUV,Hybrid,Manual,Excellent,Family,Blue
Honda City,40.69,17.1,4,MUV,Hybrid,Automatic,Used,Family,Silver
Renault Triber,13.47,22.4,5,Sedan,Petrol,Automatic,Excellent,Sporty,Black
MG Hector,17.26,14.8,4,MUV,CNG,Automatic,New,Luxury,Black
Maruti Swift,34.91,20.3,4,MUV,Electric,Manual,New,Luxury,White
Toyota Fortuner,30.53,16.8,4,Sedan,CNG,Automatic,New,Family,Black
MG Hector,5.94,13.6,7,Hatchback,CNG,Automatic,Used,Family,Grey
Maruti Baleno,28.48,19.5,5,SUV,Electric,Manual,Used,Luxury,Blue
Maruti Swift,43.04,23.4,5,SUV,Diesel,Automatic,Excellent,Family,Red
Hyundai Venue,10.11,14.2,5,MUV,CNG,Automatic,Used,Luxury,White
Toyota Innova,31.64,13.3,7,SUV,Hybrid,Manual,Excellent,Sporty,Red
Mahindra Scorpio,12.65,27.0,7,Hatchback,Electric,Manual,Excellent,Luxury,Blue
Toyota Fortuner,9.4,17.9,5,Sedan,Electric,Manual,New,Sporty,Silver
MG Hector,38.56,11.2,7,SUV,Hybrid,Automatic,New,Family,Red
Honda City,33.47,25.2,5,Sedan,Petrol,Manual,Used,Family,Black
Tata Nexon,20.31,26.5,7,MUV,Diesel,Automatic,New,Sporty,Grey
Renault Triber,18.11,10.9,5,Hatchback,Petrol,Automatic,Excellent,Sporty,Red
Mahindra Scorpio,21.87,23.4,5,Sedan,Diesel,Manual,Used,Luxury,Silver
Mahindra Scorpio,27.48,24.2,7,MUV,Hybrid,Manual,Excellent,Sporty,Black
Kia Seltos,34.09,24.8,7,SUV,Petrol,Manual,Excellent,Luxury,Silver
Hyundai Venue,25.44,27.0,4,Hatchback,Diesel,Manual,New,Family,Black
Maruti Swift,36.98,12.1,5,SUV,Petrol,Manual,New,Luxury,Grey
Hyundai Creta,44.94,12.2,4,Sedan,Diesel,Automatic,Used,Luxury,Black
Honda City,4.0,20.7,5,MUV,Electric,Manual,New,Luxury,Grey
MG Hector,15.79,14.4,7,MUV,Hybrid,Manual,Excellent,Sporty,Black
Maruti Swift,7.4,24.6,4,MUV,Diesel,Manual,Excellent,Sporty,Grey
Honda City,36.94,19.8,5,SUV,Diesel,Manual,New,Family,Silver
Toyota Innova,30.87,15.6,4,SUV,Electric,Automatic,Excellent,Sporty,Black
Hyundai Venue,39.17,19.8,4,Sedan,Electric,Automatic,Used,Luxury,Silver
Maruti Swift,8.01,22.7,5,Sedan,Petrol,Manual,New,Luxury,Black
Toyota Innova,40.22,21.5,5,Hatchback,Diesel,Manual,Excellent,Luxury,Black
Honda City,14.83,26.5,4,Sedan,Diesel,Manual,New,Luxury,White
Maruti Baleno,23.7,22.2,7,SUV,Diesel,Manual,Excellent,Luxury,Blue
Hyundai Creta,25.3,16.5,5,Sedan,Hybrid,Manual,Used,Luxury,White
Mahindra Scorpio,25.72,15.2,5,Sedan,Petrol,Automatic,Used,Family,Red
Toyota Innova,42.06,11.1,4,Hatchback,Diesel,Manual,Excellent,Sporty,Red
Toyota Innova,13.83,16.9,5,Hatchback,Hybrid,Manual,Excellent,Luxury,White
Toyota Innova,28.44,20.2,7,Hatchback,Electric,Automatic,Excellent,Family,White
Maruti Swift,35.63,23.4,4,SUV,Hybrid,Manual,Used,Luxury,White
Toyota Innova,34.24,20.9,7,SUV,Electric,Manual,Excellent,Luxury,Grey
Renault Triber,42.93,12.0,7,Hatchback,Petrol,Manual,Used,Family,Black
Kia Seltos,23.7,12.7,4,SUV,Petrol,Manual,Excellent,Family,Red
Maruti Baleno,24.85,21.0,7,Hatchback,Hybrid,Manual,New,Sporty,Blue
Toyota Fortuner,5.25,10.1,7,SUV,Hybrid,Manual,New,Family,Blue
Toyota Fortuner,17.5,24.7,7,Hatchback,Hybrid,Automatic,New,Family,Grey
Renault Triber,5.95,22.3,5,MUV,CNG,Automatic,New,Sporty,Black
Tata Nexon,37.57,23.7,5,Sedan,Electric,Automatic,New,Sporty,White
Kia Seltos,15.97,20.5,7,Hatchback,Electric,Manual,Excellent,Family,Red
Honda City,26.79,15.4,5,Sedan,Hybrid,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,40.49,10.6,4,SUV,Electric,Automatic,Excellent,Sporty,Grey
Hyundai Venue,4.68,10.8,4,Sedan,Hybrid,Manual,Used,Family,White
MG Hector,5.62,22.3,7,SUV,Diesel,Manual,Excellent,Family,Black
Hyundai Creta,10.66,13.0,7,Sedan,Diesel,Manual,Excellent,Family,Black
Kia Seltos,36.04,18.3,7,MUV,Petrol,Automatic,Excellent,Luxury,Black
Toyota Fortuner,12.38,21.6,4,SUV,Electric,Manual,Used,Sporty,Blue
Hyundai Creta,11.28,10.7,4,MUV,CNG,Automatic,Used,Luxury,Blue
MG Hector,31.48,18.9,5,SUV,Hybrid,Manual,Excellent,Luxury,Grey
Toyota Fortuner,5.15,21.0,4,SUV,Hybrid,Automatic,Excellent,Luxury,White
MG Hector,38.21,18.8,7,Hatchback,Diesel,Automatic,New,Luxury,Red
Hyundai Creta,11.58,22.6,7,Hatchback,Electric,Manual,New,Luxury,White
Tata Nexon,21.62,23.0,7,Hatchback,Electric,Automatic,Excellent,Family,Blue
Hyundai Venue,18.82,23.7,4,Sedan,Electric,Automatic,Used,Sporty,Black
Maruti Swift,36.86,19.1,5,MUV,Hybrid,Automatic,Excellent,Luxury,Red
Tata Nexon,26.8,13.2,7,MUV,Petrol,Automatic,New,Luxury,Blue
Kia Seltos,5.06,15.5,4,MUV,Petrol,Automatic,New,Family,Grey
Maruti Baleno,26.76,26.4,4,MUV,CNG,Automatic,New,Luxury,Red
Hyundai Creta,18.44,23.0,4,Hatchback,Petrol,Manual,Excellent,Luxury,Blue
Mahindra Scorpio,36.55,19.9,5,Hatchback,CNG,Automatic,New,Sporty,White
MG Hector,42.57,24.8,7,Sedan,Hybrid,Manual,Used,Luxury,Black
Renault Triber,13.24,12.9,4,Hatchback,Electric,Manual,Used,Family,Black
MG Hector,23.34,16.0,7,SUV,Petrol,Automatic,Used,Sporty,White
Hyundai Creta,29.91,17.6,5,Hatchback,Hybrid,Manual,New,Luxury,Silver
Maruti Baleno,26.86,20.8,4,Sedan,CNG,Manual,Used,Family,Red
Renault Triber,18.8,19.9,5,SUV,Hybrid,Automatic,Excellent,Family,Red
Honda City,14.61,27.3,5,Sedan,Petrol,Automatic,Used,Luxury,Grey
Kia Seltos,41.65,24.9,4,MUV,Electric,Manual,New,Sporty,White
Toyota Fortuner,33.16,21.6,4,Hatchback,Hybrid,Automatic,New,Family,Grey
Kia Seltos,35.68,22.0,5,Sedan,CNG,Automatic,Excellent,Luxury,Grey
Renault Triber,39.68,24.8,4,SUV,Hybrid,Manual,Used,Luxury,Red
Toyota Innova,32.98,12.8,7,Hatchback,Petrol,Manual,Excellent,Luxury,Blue
Mahindra Scorpio,35.76,21.3,5,MUV,Electric,Automatic,Used,Sporty,Grey
Hyundai Venue,7.74,14.1,7,MUV,Hybrid,Manual,Used,Luxury,Black
Maruti Swift,29.22,20.3,7,Hatchback,Petrol,Automatic,New,Sporty,Silver
Hyundai Creta,4.02,11.6,5,Sedan,Diesel,Manual,Excellent,Family,Grey
Hyundai Venue,12.06,11.0,4,MUV,Electric,Automatic,Excellent,Sporty,Grey
Mahindra Scorpio,5.96,21.5,5,MUV,Hybrid,Manual,Used,Family,Black
Toyota Innova,42.78,19.5,5,Hatchback,Electric,Automatic,Excellent,Sporty,White
Honda City,36.83,13.4,5,SUV,Electric,Automatic,Excellent,Family,Black
Honda City,19.59,13.6,7,MUV,Petrol,Automatic,Used,Luxury,Silver
Toyota Innova,15.82,10.8,7,Hatchback,Petrol,Manual,Excellent,Luxury,White
Tata Nexon,21.16,18.9,4,SUV,Petrol,Manual,Used,Sporty,Blue
Tata Nexon,28.66,22.2,4,Hatchback,Electric,Manual,Excellent,Family,Silver
Honda City,25.82,12.5,5,Sedan,Diesel,Automatic,Excellent,Sporty,White
Kia Seltos,32.59,22.2,5,Sedan,Diesel,Automatic,New,Luxury,Grey
Hyundai Venue,38.55,12.9,5,Sedan,Petrol,Manual,New,Sporty,Grey
Honda City,19.39,27.2,4,SUV,Petrol,Automatic,Used,Family,Blue
Mahindra Scorpio,14.99,16.6,5,MUV,Diesel,Manual,Used,Sporty,Blue
Honda City,4.86,26.9,4,Hatchback,Petrol,Automatic,Excellent,Family,Black
Hyundai Creta,20.33,19.6,4,MUV,CNG,Automatic,Used,Luxury,Black
Maruti Baleno,30.0,12.3,4,MUV,CNG,Manual,Excellent,Luxury,Grey
Hyundai Venue,11.16,16.1,7,Hatchback,Petrol,Manual,Used,Luxury,Black
Kia Seltos,8.78,12.1,7,Hatchback,CNG,Automatic,Excellent,Sporty,Blue
Toyota Fortuner,12.37,11.3,7,Hatchback,Hybrid,Automatic,Used,Family,Grey
Toyota Innova,22.03,24.5,7,MUV,Electric,Automatic,Excellent,Luxury,Black
Kia Seltos,12.06,20.0,4,Hatchback,Electric,Manual,Excellent,Sporty,Silver
Toyota Innova,43.28,26.6,5,Sedan,Electric,Manual,Excellent,Luxury,Red
Toyota Innova,39.29,16.4,5,MUV,Hybrid,Manual,Excellent,Sporty,Silver
Honda City,24.83,12.3,5,Hatchback,Petrol,Manual,Used,Luxury,Red
MG Hector,19.74,21.4,7,SUV,Electric,Manual,New,Luxury,Red
Tata Nexon,22.74,14.8,7,Sedan,CNG,Automatic,Excellent,Luxury,Black
Tata Nexon,23.47,13.4,7,SUV,Diesel,Automatic,New,Sporty,Red
MG Hector,33.62,26.4,7,MUV,Petrol,Manual,Excellent,Family,Red
Hyundai Creta,10.68,11.5,7,MUV,Electric,Automatic,Used,Luxury,Red
Maruti Swift,13.87,17.2,7,SUV,Diesel,Automatic,Excellent,Sporty,Red
Honda City,13.15,26.8,7,MUV,Diesel,Automatic,Used,Sporty,Silver
Honda City,4.53,17.5,7,SUV,Hybrid,Manual,New,Family,Blue
Toyota Innova,36.79,10.0,5,SUV,CNG,Manual,Excellent,Family,Silver
Renault Triber,37.98,16.9,5,SUV,Petrol,Automatic,New,Family,Black
Maruti Swift,42.81,24.8,5,MUV,CNG,Manual,Excellent,Luxury,Grey
Kia Seltos,31.35,21.5,7,MUV,Electric,Manual,New,Family,Blue
Hyundai Venue,27.95,23.4,5,Sedan,CNG,Automatic,Used,Family,White
Tata Nexon,42.95,24.2,4,MUV,Diesel,Manual,Used,Family,Red
Honda City,37.59,19.0,5,SUV,Electric,Manual,New,Family,Silver
Renault Triber,36.21,18.9,7,Hatchback,Electric,Manual,Used,Luxury,Red
MG Hector,20.21,24.0,7,Hatchback,CNG,Manual,New,Sporty,White
Tata Nexon,23.28,21.9,7,Sedan,Electric,Manual,New,Sporty,Blue
Hyundai Creta,13.81,10.6,7,SUV,CNG,Manual,New,Luxury,White
Maruti Baleno,26.93,17.7,5,Sedan,Hybrid,Manual,New,Luxury,Black
Hyundai Venue,32.99,12.8,5,Hatchback,Electric,Manual,Used,Luxury,Silver
Toyota Fortuner,40.05,15.5,4,SUV,Hybrid,Automatic,Excellent,Family,Grey
MG Hector,41.03,11.7,4,MUV,Hybrid,Manual,Used,Luxury,Black
MG Hector,43.59,13.2,4,SUV,CNG,Manual,New,Sporty,Blue
MG Hector,30.67,12.1,4,MUV,Petrol,Automatic,New,Sporty,Blue
Tata Nexon,35.25,26.8,4,Hatchback,Diesel,Manual,New,Family,Black
Kia Seltos,38.58,28.0,5,Hatchback,CNG,Automatic,Excellent,Sporty,Blue
Maruti Baleno,37.07,12.3,7,SUV,Hybrid,Manual,Excellent,Sporty,Red
Maruti Baleno,33.98,19.7,5,MUV,CNG,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,12.82,25.1,4,Hatchback,Petrol,Automatic,Used,Luxury,Blue
Renault Triber,18.14,25.6,4,Hatchback,Diesel,Automatic,New,Sporty,Black
Kia Seltos,13.17,14.1,5,Sedan,Diesel,Manual,Used,Sporty,Silver
Honda City,39.52,28.0,5,Hatchback,Petrol,Automatic,Excellent,Luxury,Blue
Hyundai Creta,37.3,24.7,4,Hatchback,Electric,Manual,New,Sporty,Red
Honda City,20.58,12.9,5,Sedan,Diesel,Automatic,Used,Family,Red
Toyota Fortuner,37.4,27.9,7,Hatchback,Diesel,Manual,New,Family,Red
MG Hector,33.31,10.6,7,Sedan,Hybrid,Automatic,New,Family,Black
Hyundai Venue,11.48,19.4,4,Sedan,Diesel,Automatic,New,Sporty,White
Maruti Swift,25.16,18.9,4,Sedan,Hybrid,Manual,Excellent,Family,Silver
Maruti Baleno,15.76,17.7,4,Sedan,Hybrid,Automatic,Used,Luxury,White
Maruti Swift,42.8,21.4,5,Sedan,Electric,Automatic,New,Sporty,Black
MG Hector,34.42,23.7,7,MUV,Petrol,Manual,New,Family,Grey
Kia Seltos,40.9,15.2,5,Hatchback,Electric,Automatic,New,Luxury,Silver
Honda City,29.94,12.4,4,SUV,Petrol,Automatic,Excellent,Luxury,Silver
Mahindra Scorpio,39.17,15.4,5,SUV,CNG,Automatic,New,Family,Grey
Hyundai Creta,4.14,12.4,5,SUV,Diesel,Manual,Excellent,Family,White
Honda City,22.64,14.5,7,MUV,Hybrid,Automatic,Excellent,Luxury,Black
Hyundai Venue,33.13,16.7,5,MUV,Diesel,Manual,New,Family,Black
Toyota Innova,18.29,28.0,5,Sedan,Petrol,Manual,Excellent,Family,Silver
Mahindra Scorpio,43.77,10.5,4,Sedan,Petrol,Manual,Used,Luxury,Red
Hyundai Creta,29.84,18.5,7,Hatchback,Petrol,Automatic,Excellent,Luxury,Red
Mahindra Scorpio,27.45,11.6,5,Sedan,Electric,Manual,New,Sporty,Blue
Kia Seltos,37.82,13.5,5,SUV,Hybrid,Automatic,New,Family,Blue
Hyundai Creta,37.96,12.0,7,MUV,CNG,Automatic,Excellent,Sporty,Silver
Maruti Swift,26.15,15.3,5,Hatchback,Hybrid,Manual,New,Sporty,Black
Toyota Fortuner,33.99,13.9,7,Hatchback,Diesel,Manual,New,Luxury,Blue
Mahindra Scorpio,11.71,11.3,4,Hatchback,Petrol,Manual,Used,Family,Silver
Renault Triber,19.65,25.5,4,SUV,Hybrid,Automatic,Used,Family,Black
Toyota Fortuner,31.22,26.4,5,SUV,Diesel,Automatic,New,Family,Black
Toyota Fortuner,21.1,23.2,5,Hatchback,Diesel,Automatic,New,Luxury,White
Toyota Innova,29.59,11.7,5,Hatchback,CNG,Automatic,Excellent,Family,Blue
Honda City,37.9,17.4,7,MUV,Hybrid,Manual,New,Family,Black
Hyundai Venue,14.15,11.2,7,MUV,CNG,Manual,Excellent,Luxury,Grey
Tata Nexon,10.92,22.2,7,SUV,CNG,Manual,Used,Family,White
Renault Triber,8.94,16.1,7,SUV,CNG,Manual,New,Sporty,Black
Mahindra Scorpio,4.77,16.4,4,SUV,Diesel,Manual,Excellent,Sporty,Red
Hyundai Venue,37.76,16.8,5,MUV,Hybrid,Manual,Used,Luxury,Blue
Hyundai Creta,27.04,10.6,5,SUV,Hybrid,Manual,New,Sporty,Blue
Mahindra Scorpio,34.16,18.8,4,SUV,Diesel,Manual,Used,Family,Grey
Maruti Baleno,24.72,21.1,7,Hatchback,Electric,Manual,Excellent,Family,Black
Toyota Innova,43.99,26.0,4,SUV,CNG,Automatic,Excellent,Sporty,Black
Honda City,22.22,22.3,5,MUV,Electric,Manual,Excellent,Luxury,Silver
Hyundai Venue,34.06,25.7,7,Hatchback,Petrol,Automatic,Used,Family,Blue
Hyundai Venue,29.91,22.3,5,MUV,Hybrid,Automatic,New,Luxury,Red
Honda City,11.0,16.7,4,SUV,Hybrid,Manual,New,Family,Grey
Tata Nexon,14.69,17.9,5,Sedan,Petrol,Manual,Excellent,Luxury,Grey
MG Hector,22.75,15.3,5,Sedan,CNG,Manual,Used,Family,Silver
MG Hector,30.42,20.4,7,Sedan,Electric,Automatic,New,Sporty,Black
Maruti Swift,40.33,24.3,5,MUV,Hybrid,Automatic,Used,Sporty,White
Mahindra Scorpio,43.77,15.5,5,SUV,Diesel,Automatic,New,Luxury,Red
MG Hector,5.0,17.0,5,SUV,Petrol,Automatic,Excellent,Luxury,Black
Maruti Swift,8.37,26.8,7,SUV,CNG,Automatic,New,Luxury,Grey
Hyundai Venue,11.34,21.0,5,Hatchback,Electric,Automatic,Excellent,Family,Red
Tata Nexon,10.97,25.1,4,SUV,Diesel,Manual,Excellent,Family,Red
MG Hector,14.72,10.9,5,Sedan,Electric,Automatic,Used,Family,Grey
Hyundai Venue,17.48,27.3,7,SUV,CNG,Manual,Used,Family,Silver
Honda City,29.2,27.6,7,Sedan,Diesel,Automatic,New,Sporty,Red
Kia Seltos,28.71,23.3,7,Hatchback,Hybrid,Automatic,Used,Luxury,Black
Honda City,16.18,10.1,4,SUV,Petrol,Manual,New,Luxury,Red
Tata Nexon,23.17,13.7,7,Hatchback,Diesel,Manual,Excellent,Sporty,Black
Tata Nexon,19.59,19.3,4,Hatchback,Electric,Automatic,New,Family,Black
Toyota Innova,11.23,26.9,5,Sedan,Diesel,Automatic,Excellent,Sporty,Red
Renault Triber,9.56,20.6,7,Hatchback,Hybrid,Automatic,Used,Family,Red
Honda City,22.91,24.5,7,Sedan,Hybrid,Automatic,Excellent,Sporty,Silver
Kia Seltos,39.11,12.0,7,Hatchback,Diesel,Manual,Used,Family,Black
Mahindra Scorpio,13.57,24.0,4,SUV,Petrol,Manual,New,Family,Grey
Hyundai Creta,28.94,23.6,5,SUV,Electric,Automatic,Excellent,Sporty,Black
Maruti Baleno,23.15,12.0,5,MUV,CNG,Automatic,New,Luxury,Grey
Toyota Innova,26.21,24.4,4,MUV,Electric,Automatic,Excellent,Luxury,Blue
Maruti Swift,21.16,14.3,7,MUV,Diesel,Automatic,Excellent,Family,Blue
Toyota Innova,12.97,23.3,4,SUV,CNG,Manual,Excellent,Luxury,Grey
Toyota Fortuner,10.2,24.5,5,Hatchback,Petrol,Manual,Used,Family,White
Toyota Innova,16.74,15.2,7,SUV,Electric,Manual,Excellent,Sporty,Blue
Toyota Fortuner,40.05,16.6,4,Hatchback,CNG,Manual,Excellent,Luxury,Grey
Honda City,16.96,21.2,5,SUV,Hybrid,Automatic,Excellent,Family,Blue
Honda City,6.5,23.1,7,SUV,CNG,Automatic,New,Sporty,Grey
Renault Triber,18.78,15.5,4,MUV,Diesel,Automatic,Used,Sporty,Black
Hyundai Venue,17.77,24.5,4,MUV,Hybrid,Manual,New,Family,Grey
MG Hector,7.25,16.7,5,Sedan,Electric,Manual,Used,Sporty,Blue
Kia Seltos,33.83,17.8,7,Hatchback,Electric,Manual,New,Luxury,Red
Maruti Baleno,19.34,19.1,5,Hatchback,Petrol,Automatic,New,Sporty,Grey
Toyota Fortuner,33.02,26.1,4,MUV,Hybrid,Automatic,Excellent,Family,Red
MG Hector,19.43,14.4,4,SUV,Electric,Manual,Excellent,Family,Grey
MG Hector,24.68,26.6,4,Sedan,Electric,Automatic,New,Luxury,Red
Renault Triber,33.29,10.3,4,MUV,CNG,Manual,Used,Sporty,Red
Maruti Baleno,4.8,22.8,5,Hatchback,CNG,Manual,Excellent,Sporty,Silver
Toyota Fortuner,42.02,19.8,7,Hatchback,Diesel,Manual,Excellent,Family,Red
Maruti Swift,29.12,12.4,4,Sedan,CNG,Manual,New,Family,Grey
Mahindra Scorpio,38.89,20.6,5,Sedan,Electric,Manual,Used,Family,Red
Maruti Swift,18.08,23.9,7,SUV,CNG,Manual,Excellent,Luxury,Red
Kia Seltos,11.49,21.2,4,MUV,CNG,Manual,Used,Luxury,Silver
Maruti Baleno,43.06,23.5,4,MUV,Diesel,Automatic,New,Family,Red
Hyundai Venue,26.8,11.5,5,MUV,Hybrid,Manual,New,Family,Silver
Honda City,13.27,22.5,5,Sedan,Diesel,Manual,New,Luxury,Silver
Maruti Baleno,24.67,22.7,4,MUV,Petrol,Automatic,Excellent,Sporty,White
Hyundai Creta,16.33,28.0,5,SUV,Hybrid,Automatic,Excellent,Family,Red
Mahindra Scorpio,24.32,23.0,5,Sedan,Petrol,Manual,Used,Sporty,Grey
Kia Seltos,6.52,14.5,7,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Toyota Fortuner,8.49,17.2,7,Hatchback,Petrol,Automatic,Used,Family,Red
Tata Nexon,37.54,17.5,4,SUV,Electric,Automatic,Used,Sporty,Grey
Maruti Baleno,13.7,16.3,4,SUV,CNG,Automatic,Excellent,Luxury,White
Renault Triber,17.58,22.4,4,Sedan,CNG,Manual,Excellent,Luxury,White
MG Hector,39.15,26.4,4,Sedan,Diesel,Automatic,Excellent,Luxury,Black
Hyundai Creta,21.15,18.6,7,Sedan,Petrol,Manual,Excellent,Sporty,Red
Hyundai Venue,27.01,15.2,7,Sedan,CNG,Manual,New,Sporty,Grey
Kia Seltos,6.29,18.9,7,Sedan,Diesel,Manual,New,Luxury,Blue
Maruti Baleno,37.43,14.0,4,SUV,Electric,Automatic,Excellent,Family,Blue
Toyota Fortuner,25.8,26.5,4,MUV,CNG,Automatic,Excellent,Family,Grey
Toyota Innova,22.45,10.1,5,Hatchback,Hybrid,Manual,Excellent,Luxury,Blue
Hyundai Venue,24.8,17.0,4,Hatchback,Diesel,Manual,Excellent,Sporty,Black
Maruti Swift,28.38,13.2,7,Hatchback,Petrol,Automatic,Excellent,Luxury,Silver
Maruti Swift,30.61,15.7,5,Hatchback,CNG,Automatic,Excellent,Luxury,White
Toyota Innova,12.89,25.6,5,MUV,Diesel,Automatic,Excellent,Family,White
MG Hector,43.71,18.7,5,SUV,Electric,Manual,Excellent,Sporty,Silver
Toyota Fortuner,5.47,23.4,7,Sedan,Hybrid,Automatic,Excellent,Sporty,White
Honda City,16.42,22.1,7,SUV,Diesel,Automatic,New,Family,Grey
Mahindra Scorpio,28.54,17.6,7,Sedan,Hybrid,Automatic,Excellent,Luxury,Blue
Toyota Innova,35.03,12.4,7,Hatchback,Electric,Manual,Excellent,Sporty,Black
Mahindra Scorpio,25.63,22.5,4,Sedan,Diesel,Automatic,Excellent,Family,White
Hyundai Creta,44.88,25.1,5,MUV,Hybrid,Manual,New,Family,Grey
Hyundai Creta,7.35,13.9,7,SUV,Hybrid,Manual,Excellent,Sporty,White
MG Hector,19.88,17.5,5,MUV,Diesel,Automatic,Excellent,Family,White
Hyundai Venue,44.38,21.5,5,Sedan,Petrol,Automatic,Used,Luxury,Blue
Kia Seltos,24.24,25.7,4,Sedan,CNG,Automatic,Used,Luxury,Black
Maruti Swift,25.53,15.2,5,Sedan,Diesel,Manual,New,Luxury,White
Hyundai Venue,36.98,18.1,5,Hatchback,CNG,Automatic,Used,Luxury,Red
Toyota Innova,17.53,17.6,4,Hatchback,Electric,Manual,Excellent,Luxury,Black
Tata Nexon,25.85,12.1,4,MUV,Diesel,Manual,New,Luxury,White
Maruti Swift,6.57,24.3,4,Hatchback,Diesel,Manual,New,Family,Silver
MG Hector,27.92,14.1,4,Sedan,Hybrid,Automatic,Excellent,Sporty,Black
Tata Nexon,4.61,26.2,5,Sedan,Diesel,Automatic,Used,Sporty,Blue
Renault Triber,7.36,25.8,4,SUV,Hybrid,Manual,Used,Luxury,Grey
Renault Triber,40.6,22.7,4,SUV,Hybrid,Manual,New,Luxury,Red
Hyundai Venue,37.83,12.4,7,Sedan,Hybrid,Automatic,Excellent,Family,Red
Toyota Innova,41.78,19.4,5,Sedan,Hybrid,Manual,Excellent,Family,Red
Maruti Baleno,22.36,14.6,7,SUV,CNG,Automatic,Excellent,Luxury,Grey
MG Hector,18.66,27.7,5,MUV,CNG,Manual,Used,Sporty,Silver
Toyota Innova,23.57,18.4,5,MUV,Electric,Automatic,Excellent,Luxury,White
Maruti Swift,4.98,16.2,4,Sedan,Petrol,Manual,Excellent,Luxury,Blue
Kia Seltos,23.57,25.9,7,Hatchback,Hybrid,Manual,Used,Family,Blue
Toyota Fortuner,5.01,21.7,5,SUV,Hybrid,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,24.63,20.2,4,Hatchback,Hybrid,Automatic,Used,Sporty,Grey
Honda City,19.81,15.5,7,MUV,Petrol,Automatic,Excellent,Sporty,Silver
Renault Triber,22.36,18.6,5,MUV,Electric,Automatic,Used,Luxury,Red
Toyota Fortuner,23.58,18.9,7,SUV,Hybrid,Automatic,Used,Sporty,Red
Kia Seltos,32.52,22.3,5,MUV,Electric,Manual,Used,Sporty,White
